國產農糧防疫食品華麗現身　260家POYA寶雅門市全面上架,109.12.18,農糧署
採買年貨 農遊快樂購「2020安全安心農業精品展銷會」12月25日亮麗開展,109.12.18,農糧署
源頭管控稻米生產，嚴格把關食米安全,109.12.15,農糧署
政府完整把關稻米重金屬含量，請消費者安心食用,109.12.14,農糧署
桑椹果乾新選擇 美味保健更便利,109.12.10,苗栗區農業改良場
「魔豆傳奇 綠金尋寶趣」，熱情邀您體驗毛豆的綠金魅力,109.12.03,農糧署
香噴噴又亮黃的高麗菜乾,109.12.02,高雄區農業改良場
初級加工大步走 把關衛生安心購楓康超市購買農產初級加工產品滿百元點數5倍送,109.12.02,農糧署
“產銷履歷 用心為您”農糧署擴大推廣優質產銷履歷農產品通路,109.11.30,農糧署
全臺首創 金級認證—海洋之心生態標章 尚鯖啦!,109.11.30,漁業署
食當季 吃好魚 產業團體聯合推「海鮮三兄弟贈送小丸子」超值組合,109.11.30,漁業署
「農巨人的國度」在華山　展現休閒農業經典20載,109.11.25,行政院農業委員會輔導處
米糧俱樂部專區開賣　優質通路97個據點歡迎來掃貨,109.11.23,農糧署
幸福「女子」滋味 產銷履歷溯源月子餐首發上市,109.11.22,農糧署
「高麗菜的營養與美味」~臺南農改場秀高麗菜加工研發成果 10道高麗菜食譜 讓您在家輕鬆上手,109.11.17,臺南區農業改良場
政府把關 學生健康-學校午餐全面採用國產食材,109.11.14,農糧署
大湖武榮友善生態草莓田 吸引16種保育物種棲息,109.10.28,水土保持局
感受新竹金黃魅力 千人洗愛玉11/7-8登場,109.10.28,水土保持局
水保局翻轉食農新指南!農萊學呷~群島飲食文化聯展人氣大爆發,109.10.17,水土保持局
美味、多汁大白柚，甜酸恰好正對時！,109.10.15,臺南區農業改良場
雜糧與藝文結合，農糧署偕故宮、誠品辦理「南北輝映」記者會共創糧倉大戲,109.10.13,農糧署
開創喝的「新綠金」！高機能性毛豆植物飲,109.10.13,高雄區農業改良場
全臺最夯的米糧精品大集合「米糧俱樂部」希望廣場正式開賣,109.10.09,農糧署
「臺灣名茶」搶攻精品百貨通路市場,109.10.06,農糧署
產銷履歷前進無印良品　臺中門市全臺首賣生鮮蔬果,109.09.30,農糧署
中秋夯肉 就愛國產雞 吃出健康好成雞,109.09.29,行政院農業委員會畜牧處
「在地臺灣豬 食在最安心」網購活動等你動手指拿好康,109.09.24,行政院農業委員會國際處
協助養青發展電商通路 「鱻魚購」網站鮮上架,109.09.23,漁業署
果然給力COLORFUL LIFE 109年台灣水果創意手搖飲料比賽開跑,109.09.22,農糧署
十大臺灣特色茶旅行路線出爐，邀您一同「茶覺輕旅行．鬥陣來喝茶」,109.09.21,農糧署
國產蝦安全無虞 呼籲民眾安心購,109.09.19,漁業署
中秋澎派飽典 國產水產品燒烤、送禮「尚澎派」,109.09.17,漁業署
用消費改變世界 永續採購體驗會,109.09.11,水土保持局
柚香禮券第2波登記抽獎活動 9月15日開跑,109.09.11,農糧署
文旦香甜多汁柚高纖、中秋挑柚有撇步,109.09.03,臺南區農業改良場
文旦策略聯盟十大產地農會聯合行銷 柚香禮券9月5日起跑囉!!,109.09.03,農糧署
虱目魚養生最對時 產地直送尚介青,109.08.31,漁業署
臺灣優質文旦首銷日本　日本師生同步嚐鮮,109.08.28,農糧署
烘焙新浪潮 隱藏版米糧精品大揭祕,109.08.28,農糧署
幸福柚來了，全家挺青農安心購,109.08.27,農糧署
免驚！優質國產蝦健康無虞 請國人安心食用,109.08.26,漁業署
為消費者食用米把關，農糧署辦理109年上半年市售食米抽檢及公布成果,109.08.25,農糧署
109年國產蜂蜜品質評鑑出爐，優質精選蜂蜜攏抵家！,109.08.21,農糧署
宜蘭特有番石榴　軟香甜新鮮上市,109.08.19,花蓮區農業改良場
「農青說物」農村青年手作好物搶先於中山地下街開賣囉！,109.08.12,水土保持局
農遊券！宜起花下去！,109.08.12,花蓮區農業改良場
產銷履歷豆乳系列新品上市　熱鬧開賣囉！,109.08.12,農糧署
防疫自煮新生活，產銷履歷蔬菜箱，您的安心選擇,109.08.11,農糧署
2020臺灣好茶滿額送好禮～LET’S 購,109.08.01,農糧署
香Q龍眼好滋味　享受甜蜜趁現在,109.07.31,臺南區農業改良場
農糧署「米糧烘焙精品館」搶攻經濟振興商機,109.07.30,農糧署
有呷～有保庇！食魚教育活動8/4開放報名,109.07.28,林務局
這夏南投好好玩 一起來水里夏舞茶,109.07.25,農糧署
營養滿分的酪梨，您怎能錯過！,109.07.24,臺南區農業改良場
生態廚師推雲林平原永續料理　將土地的好一口一口吃回來,109.07.22,水土保持局
農村好物「i郵購」上架！限時限量五折優惠,109.07.22,水土保持局
農委會持續照顧200萬學童　供應半價優質食米 減輕家長負擔,109.07.21,農糧署
臺茶風味輪全員到齊　Fun轉臺茶春天,109.07.21,茶業改良場
生產紀錄可追溯，選購產銷履歷蜂蜜安全免煩惱,109.07.17,農糧署
盛夏漁村最美風景:蚵田、海牛、濕地 用吃體驗彰化西海岸漁村風情,109.07.16,水土保持局
紅龍果鮮甜上市，健康消暑好幫手,109.07.15,農糧署
「你來買魚 人人有魚」 大家吃魚養生兼做公益,109.07.13,漁業署
產銷履歷 亮“歷”登場 希望廣場產銷履歷專區啟動營運,109.07.11,農糧署
團購熱銷美食「米拌麵」、摩斯創新甜點「米斯球」人氣發燒上市熱賣中！,109.07.02,農糧署
安全產銷來源清楚　採買履歷食在安心,109.07.02,農糧署
讓龍鬚菜涼一夏,109.06.18,花蓮區農業改良場
紅龍果鮮食入菜雙享受 消暑順暢又養生,109.06.15,臺南區農業改良場
苦瓜花蓮6號鮮果及加工產品市場熱賣囉！,109.06.03,花蓮區農業改良場
高品質紅龍果 聰明疏花來調節,109.05.25,臺南區農業改良場
水果嘉年華活動開跑 品嚐國產水果好時機,109.05.23,農糧署
漁業署攜手楓康設產銷履歷專櫃 國產水產品安心購,109.05.22,漁業署
你看過「水蜜桃蓮霧」嗎？蓮霧新品種 高雄2號-春之桃,109.05.15,高雄區農業改良場
防疫食補最佳選擇 漁業署聯手全聯力推國產龍虎斑,109.05.08,漁業署
營養滿分的水果-選木瓜就對了!,109.05.06,臺南區農業改良場
吃野菜要來花蓮,109.05.03,花蓮區農業改良場
親子手做體驗最紓壓　樂遊南投友善農村,109.04.29,水土保持局
友旺南瓜有機栽培就是旺旺旺!,109.04.28,花蓮區農業改良場
宅在家一指神功BUY農萊防疫好食材，想出門跟著蝴蝶分流遊農村很可以!,109.04.23,水土保持局
謠傳螞蟻不吃真蜂蜜？專家來解蜜！,109.04.22,苗栗區農業改良場
一指下訂送到家 農漁會美食帶你去環島！,109.04.16,行政院農業委員會國際處
馬太鞍部落陸稻保種復育 公私協力種起來,109.04.13,行政院農業委員花蓮區農業改良場
防疫宅在家也能饗食健康鮮美好料理，農萊四季刊物教你一指神功BUY好物！,109.04.09,水土保持局
自「煮」防疫秘密武器　方便即食「冠軍炒飯」開賣囉！,109.04.08,農糧署
林業試驗所與國小攜手合作使用在地國產材　傳承六龜茶產業文化,109.04.04,林業試驗所
創意「竹」起新視野 林務局媒合產業顛覆想像,108.11.28,林務局
文旦香甜柚高纖﹅中秋挑柚有撇步,108.08.26,臺南區農業改良場
跨部會合作強化肉品標示管理，消費者權益更獲得保障,108.08.22,行政院農業委員會畜牧處
保豬護國感恩有您，臺灣豬肉一級棒,108.08.20,行政院農業委員會畜牧處
我們吃的每一口台灣米，都對環境有所貢獻,108.07.18,行政院農業委員會
臺灣自歐盟打擊IUU漁業黃牌名單除名,108.06.27,漁業署
聯手佈下緝鼠網 林、警民合作無間,108.06.27,林務局
霧峰地區友善稻田人工棲架遍地開花 成功吸引黑翅鳶棲息及繁衍,108.06.26,水土保持局
農委會結合高雄市舉辦「清除獸鋏巡山活動」 還給動物安全的家,108.06.26,行政院農業委員會畜牧處
霧峰地區友善稻田人工棲架遍地開花 成功吸引黑翅鳶棲息及繁衍,108.06.26,水土保持局
假日木工學校開班了！歡迎大家報名一起作木工,108.06.26,林務局
紅龍果鮮食入菜雙享受  消暑順暢又養生,108.06.25,臺南區農業改良場
每月15日-7月常見蔬菜及食譜料理,108.06.25,行政院農業委員會輔導處
23年撲滅口蹄疫重大突破！行政院長蘇貞昌視察拔針進展 期許臺灣申辦口蹄疫非疫區成功,108.06.24,家畜衛生試驗所
加強巡田檢視　除掉卵塊幼蟲斬草除根,108.06.23,動植物防疫檢疫局
優質芒果外銷暢旺　嚐鮮正是時候,108.06.23,農糧署
群策群力抓沙蜥，維護生物多樣性,108.06.23,林務局
暑假何處去?最夯的阿里山生態環境營隊開始報名囉!,108.06.21,林務局
買得放心，吃得安心~CITY’SUPER產銷履歷農產品專區 全臺七家分店同步上架,108.06.21,農糧署
夏日紅寶石 品嚐‘正對時’,108.06.19,臺南區農業改良場
秋行軍蟲專區上線，歡迎查閱轉發,108.06.19,動植物防疫檢疫局
森林魔法－八仙山一日體驗營 享受森林育樂、創意DIY活動,108.06.18,林務局
全家料理王非米不可競賽 75隊高中職學生角逐冠軍,108.06.17,農糧署
Hot！暑假研習去！2019「學．森林」第2波報名！歡迎您一同成為森林種子教師！,108.06.14,林務局
每月15食物日-6月常見蔬菜及食譜料理,108.06.11,行政院農業委員會輔導處
吉園圃升級產銷履歷 農產溯源安全更有力,108.06.11,農糧署
跨部會聯手石虎保育 林務局加強綠網建置並推動石虎棲地給付,108.06.11,林務局
2019池南自然教育中心「童年時光機」主題活動開始報名囉!,108.06.11,林務局
防檢局確認發現秋行軍蟲， 立即啟動緊急防疫措施，避免擴散蔓延,108.06.10,動植物防疫檢疫局
『泥中有你 泥中有我』黑泥田拔河比賽歡樂登場,108.06.08,水土保持局
台日混血女皇洋香瓜‘高雄2號－橘后’擄獲離島人的心,108.06.06,高雄區農業改良場
2019世界海洋日-基隆八斗子漁港海洋廢棄物暫置區啟動活動,108.06.06,漁業署
有錢嘸錢，都可吃鮸-日本銀身䱛量產技術建立,108.06.06,水產試驗所
公民齊心協力 「手」護山海圳綠道,108.06.05,林務局
國際郵包收件人請注意! 108年6月20日起，郵寄輸入植物檢疫物新規定上路!,108.06.04,動植物防疫檢疫局
為掌握防治成效， 防檢局再次籲請民眾協助發現龍眼雞即時通報,108.06.03,動植物防疫檢疫局
行動的生態系展覽 里山動物列車2.0陪你去旅行,108.06.03,林務局
「共好臺灣 水保先行」 水保局臺北分局攜手商周 用教育守護臺灣,108.06.03,水土保持局
2019太平山暑假攻略,108.05.31,林務局
拍攝美景得大獎 收件倒數計時中,108.05.30,林務局
掌舵人生 夢想啟航 - 獎勵畢業生上漁船計畫歡迎有志青年報名參加！,108.05.30,漁業署
優質鳳梨銷售暢旺　消費者嚐鮮正是時候,108.05.30,農糧署
炎夏好去處！鰲鼓體驗漁村好生活,108.05.29,林務局
里山動物列車回來了！ 超療癒野生動物大集合 4個生態系陪你去旅行,108.05.29,林務局
屏東林管處舉辦擋車訓練，巡山保護山林Easy Go,108.05.28,林務局
墾丁國家森林遊樂區定向運動體驗活動　墾定好玩,108.05.28,林務局
農委會推廣傳統米食　臺灣第一碗最強冠軍碗粿5月29日起全家便利商店銅板價開賣,108.05.28,農糧署
滿月圓慶端午　邀您品味在地三峽好茶！,108.05.28,林務局
端午將至 銀膠菊、艾草別分不清,108.05.27,林務局
公私協力合作營造保安林生態環境,108.05.26,林務局
花蓮林區管理處與新社國小 攜手移除入侵種小花蔓澤蘭！,108.05.26,林務局
2019水土保持月-露客LIKE水保與您相聚烏山頭,108.05.25,水土保持局
大農大富平地森林園區推動森林療癒 首度讓週邊社區的銀髮族初體驗！,108.05.25,林務局
農產加工大革新　需要你我來相挺,108.05.24,農糧署
奧萬大暑期營隊，最後倒數，把握機會！,108.05.24,林務局
烏來林業生活館舉辦「內洞無痕山林生態旅遊」歡迎報名參加,108.05.24,林務局
農糧署媒合國產農產品　開拓連鎖加盟通路新紀元,108.05.23,農糧署
端午飄香．原味饗宴,108.05.23,林務局
行動學堂開課，提升關山地區稻米品質並兼顧永續環境,108.05.23,臺東區農業改良場
手作步道志工回娘家，打造太平山「櫻木花道」,108.05.23,林務局
秒殺課程回歸 阿里山森林療癒5月20日報名開跑,108.05.17,林務局
農村體驗一點訣，社區交流任你學,108.05.17,水土保持局
來福山「菇」一夏！,108.05.16,林業試驗所
臺灣之光！思原魚菜共生農場「生態植栽桶」國際發明獎大放異彩！,108.05.14,水土保持局
傾聽在地心聲 共創友善林業,108.05.14,林務局
員山生態教育館「城市遊俠鳳頭蒼鷹紀錄片放映座談活動」，現正熱烈報名中!!,108.05.10,林務局
生物多樣性開講! 歡迎有興趣民眾踴躍報名參加,108.05.10,林務局
產銷履歷青花菜　解凍保鮮　健康又安全,108.05.09,農糧署
雙流自然教育中心暑期營隊開始報名囉！ 「雙流大觀察家－我們與自然的距離」,108.05.08,林務局
108年食農教育推廣計畫徵選活動,108.05.07,行政院農業委員會輔導處
遊苗栗第一站 來火炎山聽里山,108.05.01,林務局
搭乘黑鷹直升機 南安小熊回家了！,108.04.30,林務局
花茶明日之星-東部油菊介紹,108.04.30,茶業改良場
林業大變革 林下養蜂種菇可合法經營,108.04.29,林務局
2019大雪山賞鳥大賽 首度採用eBird進行鳥類紀錄,108.04.27,林務局
捕撈漁業也可自動~智慧科技在海洋漁業應用成果亮點觀摩,108.04.26,漁業署
棲地保育有成 行政院農業委員會公告廢止臺灣油杉為珍貴稀有植物,108.04.26,林務局
漁業署力推國產石斑 享鱻愛媽咪最孝親,108.04.24,漁業署
4月27日媽祖帶路，邀你一起遶境林田山,108.04.24,林務局
練好生存技能 南安小熊要回家了！,108.04.23,林務局
員山生態教育館八哥屬鳥類監測公民科學行動來囉！,108.04.23,林務局
2019世界地球日「與野共生」，宜蘭壯圍植樹淨灘活動，彎腰拾廢守護海洋生物,108.04.21,林務局
攜手接「觸」自然　再創觸口與北美一甲子的歡聚,108.04.21,林務局
農委會與中華郵政攜手擴大假日收寄農產品 特惠同時啟動,108.04.20,農糧署
噓！聽森林說,108.04.19,林業試驗所
新社部落傳統民族植物-「毛鞘蘆竹(Berden)」回來了,108.04.18,林務局
花蓮林管處「楓情萬種(ㄓㄨㄥˋ)在東華」,108.04.17,林務局
喜迎地球日，暢談國際植物保種,108.04.17,林業試驗所
在地蘆筍最鮮甜，新鮮才是帝王級，快挑速削有妙招,108.04.16,臺南區農業改良場
「2019戀戀臺東香草節」活動即將登場！,108.04.16,臺東區農業改良場
「探原味阿凡達 賞富源螢光閃閃」生態旅遊來囉!,108.04.16,林務局
每月15食物日 落實全民食農教育,108.04.15,行政院農業委員會輔導處
政府供應優惠良質食米，百萬學童安心吃,108.04.15,農糧署
「ㄚ嬤的鹹草」在羅東自然教育中心跟著ㄚ嬤學包水生植物粽！,108.04.15,林務局
實踐里山倡議 邀請您一起體驗多樣化友善濕地活動,108.04.15,林務局
413來關渡探索保安林 與動物鄰居幸福共生,108.04.11,林務局
奇獸在哪裡?八仙山暑期兒童營隊揪團享優惠,108.04.10,林務局
日本畫家與本土畫家的相會-阿里山「山行，繪」跨時空聯合畫展開幕,108.04.10,林務局
天黑請張眼，親子揪團探尋羅東林場夜間生態！,108.04.08,林務局
花蓮林管處提供疏伐木 讓西林國小搭建傳統瞭望台,108.04.08,林務局
阿里山花季奏鳴曲-山形。繪跨時空聯合畫展,108.04.07,林務局
健康‧營養‧番石榴　享用美味正是時候,108.04.03,農糧署
水田學堂上課囉！一起到新南挲草學保育,108.04.03,林務局
林下經濟－共享自然 林業與農業混合經營的和諧交響曲,108.04.02,林業試驗所
全民60天臺灣米飽養行動開跑！,108.04.01,農糧署
想過充實又不一樣的暑假嗎？ 奧萬大自然教育中心歡迎大專學生申請實習囉!!,108.04.01,林務局
清明連假叨位去？連假期間12歲以下兒童免費樂遊國家森林遊樂區！,108.04.01,林務局
夏季水果上市，水果手搖飲料爭霸賽開跑,108.03.30,農糧署
啟動和美山區保安林公私協力，共同營造生態棲地多樣性,108.03.30,林務局
瑞穗生態教育館「花蓮溪口賞鳥體驗」來囉！,108.03.29,林務局
濱海校園來種樹，營造鳥類新樂園,108.03.28,林務局
兒童節樂翻天 大雪山及八仙山兒童免費入園,108.03.28,林務局
瑞穗生態教育館~校外教學好去處~,108.03.28,林務局
植樹減碳 樂活嘉義,108.03.27,林務局
阿里山花季系列活動二部曲-3/30與櫻花的深入交談,108.03.26,林務局
青山綠水？窮山惡水？你所不知道的森林N件事 !,108.03.26,林務局
全家料理王　非米（你）不可　號召料理新秀報名參賽,108.03.25,農糧署
是誰在夜裡鳴唱？4/20、4/27東眼山青蛙王子的約會,108.03.22,林務局
森川里海濕地藝術季-火堆論壇x加值在地體驗 倒數2場次 歡迎大家參與,108.03.22,林務局
花蓮林管處邀你一同展開「森林保衛大作戰」,108.03.20,林務局
內洞、滿月圓及觀霧國家森林遊樂區舉辦兩生爬蟲迷你展 歡迎來探索體驗,108.03.20,林務局
奧萬大賞螢活動搶先看,108.03.20,林務局
植樹月林鐵推「小樹苗的旅行」 學童民眾齊力《樹》生機,108.03.19,林務局
臺中山城打卡新去處 白冷圳種苗文化陳列館免費參觀,108.03.18,種苗改良繁殖場
夜宿大雪山 帶領您夜訪大雪山生物相,108.03.15,林務局
大雪山賞鳥大賽系列活動開跑 歡迎踴躍報名,108.03.14,林務局
「2019鷹揚八卦賞鷹活動」 共遊共學生態趣,108.03.13,林務局
延伸島嶼生命綠-環教扎根，種樹成林,108.03.13,林務局
區域植樹活動 一同熱情打造有機生態試驗區,108.03.10,林務局
頭城鎮港口段植樹種好種滿，將保安林生態棲地之公益功能再延伸,108.03.06,林務局
做環保也能免費暢遊森林！國家森林遊樂區環保集點優惠券上架囉,108.03.06,林務局
東勢林管處結合博屋瑪國小辦理植樹暨護樹活動 共同種回原住民傳統植物,108.03.06,林務局
以環教體現永續林業價值─學˙森林實務工作坊開跑,108.03.06,林務局
鳳梨香甜好滋味 挑選秘訣大公開,108.03.06,臺南區農業改良場
臺東縣今年最大的市集活動來了~ 3月9日臺東森林公園免費入園，逛森活市集好康多,108.03.06,林務局
大手牽小手 闔家賞螢趣 八仙山「童螢季」開始報名,108.03.05,林務局
相約浪漫花季 林鐵再推「《綻放。舞櫻》主題列車」,108.03.05,林務局
2019池南自然教育中心主題活動 木奧運－來場森林裡的體育課！,108.03.03,林務局
瑞穗生態教育館舉辦森林動物Party Time 邀請大小朋友一起來參加,108.02.27,林務局
延伸島嶼生命綠 織補綠意生活圈 －臺東縣植樹月活動開跑了,108.02.27,林務局
3月最佳禮讚 東勢林管處系列贈苗活動開跑 用愛種樹 打造自己的乾淨空氣,108.02.26,林務局
老朋友 好久不見！ 新社村加塱溪青毛蟹現身,108.02.23,林務局
時光機冒險-東眼山前世今生地質探索,108.02.22,林務局
春暖花開好時節 邀您共赴賞螢療癒之旅,108.02.21,林務局
木材產品有驗證，保護森林有一套,108.02.20,林業試驗所
木育START~ 知本自然教育中心十週年活動2月21日啟動！,108.02.19,林務局
國產米食嘉年華　帶動「做伙來呷飯」風潮,108.02.15,行政院農業委員會輔導處
春回大地 賞花觀星首選阿里山,108.02.10,林務局
做伙來呷飯-國產米食嘉年華,108.01.31,行政院農業委員會輔導處
春節森呼吸　心情更美麗,108.01.24,林務局
羅東林管處與淡江大學蘭陽校區合作 提供個人手機語音導覽服務,108.01.24,林務局
滿月圓國家森林遊樂區新遊客中心1月26日服務啟用 多元活動拭目以待！,108.01.23,林務局
「不可見的臺灣 農航影像下的異視界」新書發表記者會,108.01.21,林務局
從校園到山林的植樹教育，康橋師生學習護樹,108.01.11,林務局
在臺北植物園裡遇見波丹尼斯特-臺北植物園2019年假日主題導覽系列活動,108.01.09,林業試驗所
熊鷹展翅！林務局採用國產定翼型無人機正式亮相！,108.01.07,林務局
食農教育成果發表 展現多元推動成果,107.12.13,行政院農業委員會輔導處
每月15食物日 落實全民食農教育,107.10.13,行政院農業委員會輔導處
食農教育扎根學校 推廣計畫受理提案,107.04.13,行政院農業委員會輔導處
從產地到餐桌-食農教育體驗活動開跑,106.08.18,行政院農業委員會輔導處
學校午餐的食材從哪裡來? 食農教育推廣計畫及優良教案徵選活動開跑,106.05.04,行政院農業委員會輔導處
112年試驗農場開放參觀日活動~科技共參與 永續樂食農~,,桃園區農業改良場
